userId,movieId,rating
175,14,0.25
175,15,0.75
175,16,1
175,17,0.75
175,18,0.75
175,19,0.5
175,20,1
175,21,0.75
190,1,0.75
190,3,1
190,5,1
190,7,1
190,8,1
190,9,1
190,11,0.75
190,14,1
190,15,1
190,17,1
190,19,1
958,7,1
958,15,1
653,1,0.75
653,2,1
653,3,0.25
653,5,1
653,7,1
653,8,0.5
653,9,0.75
653,11,1
653,12,1
653,14,1
653,15,1
653,16,1
653,17,1
653,20,0.5
736,5,1
736,7,0.75
736,8,1
651,1,1
651,2,0.75
651,3,1
651,4,0.75
651,5,1
651,6,0.5
651,7,1
651,8,1
651,9,0.5
651,10,0.5
651,11,1
651,12,1
651,13,0.75
651,14,0.75
651,15,0.75
651,16,0.5
651,17,0.5
651,18,0.5
651,19,0.5
651,20,1
651,21,1
222,2,1
222,3,0.75
222,5,0.75
222,7,0.75
222,8,0.75
222,12,1
222,20,1
337,1,0.75
337,2,0.25
337,3,0.5
337,4,0.5
337,5,1
337,6,0.75
337,7,0.25
337,8,0.75
337,9,0.25
337,10,0.25
337,11,0.25
337,12,0.25
337,13,0.25
337,14,0.25
337,15,0.25
337,16,0.5
337,17,0.25
337,18,0.25
337,19,0.25
337,20,0.25
337,21,0.25
886,2,1
886,3,0.75
886,5,0.75
886,7,0.5
886,9,0.75
886,10,0.75
886,11,0.75
886,12,1
886,15,0.5
886,20,1
886,21,1
364,1,0.75
364,2,0.75
364,3,1
364,4,1
364,5,1
364,7,0.5
364,8,1
364,10,0.75
364,11,1
364,12,1
364,13,1
364,15,1
364,16,1
364,19,0.75
364,20,0.75
364,21,1
417,1,1
417,2,0.5
417,3,0.5
417,5,1
417,7,1
417,8,0.75
417,10,0.75
417,11,0.75
417,12,1
417,14,0.75
417,15,0.25
417,16,0
417,17,0.5
417,19,0.75
417,20,1
417,21,0.25
433,1,1
433,3,1
433,4,0.5
433,5,1
433,6,1
433,7,0.5
433,8,1
433,11,0.75
433,13,0.75
433,14,0.5
433,15,0.25
433,18,1
433,19,0.5
